"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"3816","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4985820","GSL Wetlands Near Mouth of Kays Ck TNC Transect 3","Wetland Undifferentiated",NA,16020102,NA,NA,NA,NA,41.025744885,-112.017920676,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3817","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4985830","GSL Wetlands Near Observation Tower","Wetland Undifferentiated",NA,16020102,NA,NA,NA,NA,41.034723454,-112.028337445,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3818","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4985860","Newstate Duck Club Middle Unit","Wetland Undifferentiated",NA,16020204,NA,NA,NA,NA,40.909162098,-111.962330127,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3819","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4985870","GSL Wetlands Newstate Duck Club Pond 47","Wetland Undifferentiated",NA,16020204,NA,NA,NA,NA,40.879501211,-111.972688903,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3820","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4985880","GSL Wetlands Newstate Duck Club Pond 20","Wetland Undifferentiated",NA,16020204,NA,NA,NA,NA,40.892112944,-111.988554927,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3821","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4985890","GSL Wetlands Newstate Duck Club Unit 5-6","Wetland Undifferentiated",NA,16020204,NA,NA,NA,NA,40.901996679,-111.987301126,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3822","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4985895","GSL Wetlands Newstate DC Beau Pond (Field Blank)","Wetland Undifferentiated","Field Blank",16020204,NA,NA,NA,NA,40.774130087,-111.94788924,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3823","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4986808","Hades Creek above Hades Campground","River/Stream",NA,14060003,NA,NA,NA,NA,40.536395382,-110.867962495,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3824","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990000","TRIP BLANK-WLA","River/Stream","Trip Blank",16020204,NA,NA,NA,NA,40.77413,-111.94788924,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3825","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990001","EQUIPMENT BLANK 1-WLA","River/Stream","Equipment Blank",16020204,NA,NA,NA,NA,40.77413,-111.94788924,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3826","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990002","EQUIPMENT BLANK 2-WLA","River/Stream","Equipment Blank",16020204,NA,NA,NA,NA,40.77413,-111.94788924,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3827","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990004","Metro Water District SL&S (MWDSLS) QA/QC Blank","River/Stream","Field Blank",16020204,NA,NA,NA,NA,40.77413,-111.947889,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3828","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990010","Peach Ck at US89 Xing (Duplicate? Blank?)","River/Stream","Trip Blank",16020204,NA,NA,NA,NA,40.774130087,-111.94788924,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3829","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990020","CHERRY CK @ 89 XING","River/Stream","Blind Duplicate of 4990130",16020102,NA,NA,NA,NA,41.044441396,-111.984168191,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3830","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990050","UNNAMED DITCH 1000 FT BL N DAVIS WWTP AT LOWER FENCE","Canal Drainage",NA,16020102,NA,NA,NA,NA,41.082722956,-112.114944215,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3831","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990060","RECEIVING STREAM 500FT BL N DAVIS WWTP","Canal Drainage",NA,16020102,NA,NA,NA,NA,41.083835321,-112.113558207,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3832","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990070","N DAVIS WWTP","Facility Other",NA,16020102,NA,NA,NA,NA,41.084665827,-112.112441222,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3833","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990080","RECEIVING STREAM AB N DAVIS WWTP","Canal Drainage",NA,16020102,NA,NA,NA,NA,41.084945026,-112.112445931,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3834","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990087","Maybey Pond east side boat dock","Lake",NA,16020102,NA,NA,NA,NA,41.10902,-112.017015,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3835","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990088","Maybey Pond east side boat dock. Replicate of 4990087","Lake","Replicate of 4954080",16020102,NA,NA,NA,NA,41.10902,-112.017015,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3836","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990090","FREEPORT DRAIN 100 YDS S OF 3689 W GENTILE ST","Canal Drainage",NA,16020102,NA,NA,NA,NA,41.057441401,-112.034391526,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3837","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990093","Kaysville Canal (Sugar Factory)","Canal Transport",NA,16020102,NA,NA,NA,NA,41.059579,-112.016788,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3838","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990095","Syracuse pond","Lake",NA,16020102,NA,NA,NA,NA,41.066872,-112.053345,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3839","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990098","Syracuse pond/jensen nature park","Lake",NA,16020102,NA,NA,NA,NA,41.065957,-112.053011,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3840","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990100","HILL AIR FORCE BASE 002","Facility Other",NA,16020102,NA,NA,NA,NA,41.104384033,-111.981609062,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3841","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990102","Hobbs Reservoir 01 Bl U.S. Highway 89","Lake",NA,16020102,NA,NA,NA,NA,41.10156,-111.91826,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3842","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990105","Kays Creek North Fk at U.S. 89 xing","River/Stream",NA,16020102,NA,NA,NA,NA,41.106053148,-111.909963894,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3843","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990110","KAYS CK AT WEAVER LANE CROSSING","River/Stream",NA,16020102,NA,NA,NA,NA,41.0405051935,-111.997648836,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3844","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990112","KAYS CK AT LOWER BRIDGE XING. Duplicate of 4990110","River/Stream","Duplicate of 4990110",16020102,NA,NA,NA,NA,41.036608446,-112.003550239,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3845","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990120","HILL AIR FORCE BASE STORM DRAIN 006","Storm Sewer",NA,16020102,NA,NA,NA,NA,41.126329828,-112.022725889,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3846","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990130","KAYS CK AT ANGEL ST XING","River/Stream",NA,16020102,NA,NA,NA,NA,41.044389755,-111.9849408,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3847","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990131","KAYS CK AB ANGEL ST","River/Stream",NA,16020102,NA,NA,NA,NA,41.044946591,-111.984080533,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3848","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990135","Kay's Ck. @ Valley View Dr. and 1850 N.","River/Stream",NA,16020102,NA,NA,NA,NA,41.088696852,-111.909712473,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3849","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990145","Steed Pond north side","Lake",NA,16020102,NA,NA,NA,NA,41.122885,-112.043894,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3850","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990150","HILL AIR FORCE BASE BAMBERGER POND #7 DISCHARGE 007","Facility Other",NA,16020102,NA,NA,NA,NA,41.124389976,-112.021051835,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3851","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990160","HILL AIR FORCE BASE D & E POND #4 DISCHARGE 004","Facility Other",NA,16020102,NA,NA,NA,NA,41.103831806,-112.000774091,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3852","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990170","HILL AIR FORCE BASE POND #3 DISCHARGE 003","Facility Other",NA,16020102,NA,NA,NA,NA,41.106884744,-111.98938742,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3853","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990180","HILL AIR FORCE BASE SE POND #1 DISCHARGE 001","Facility Other",NA,16020102,NA,NA,NA,NA,41.104669706,-111.970216391,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3854","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990190","HOLMES CK @ TERESA ST XING","River/Stream",NA,16020102,NA,NA,NA,NA,41.02286,-111.966802,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3855","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990200","HOLMES CK AT ANGEL ST XING","River/Stream",NA,16020102,NA,NA,NA,NA,41.024669307,-111.964937566,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3856","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990220","Holmes Creek North Fork AB U.S. 89 at 3050 East xing","River/Stream",NA,16020102,NA,NA,NA,NA,41.0643927718,-111.9085681241,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3857","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990225","SNOW CK @ 1300 N.","River/Stream",NA,16020102,NA,NA,NA,NA,41.0796858391,-111.9043026019,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3858","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990226","SNOW CK @ 1300 N. (Replicate of 4990225)","River/Stream","Replicate of 4990225",16020102,NA,NA,NA,NA,41.0796858391,-111.9043026019,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3859","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990228","SNOW CK @ FRANKLIN RD XING","River/Stream",NA,16020102,NA,NA,NA,NA,41.0688479867,-111.9448608731,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3860","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990230","Adams Reservoir","Lake",NA,16020102,NA,NA,NA,NA,41.073098,-111.93184,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3861","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990233","N Fk Holmes Creek 1 mile AB USFS boundary","River/Stream",NA,16020102,NA,NA,NA,NA,41.067473,-111.885496,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3862","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990235","Holmes Reservior near southeast end of dam","Lake",NA,16020102,NA,NA,NA,NA,41.069396,-111.915926,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3863","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990240","Kaysville Pond","Lake",NA,16020102,NA,NA,NA,NA,41.020143,-111.941417,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3864","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990243","Kaysville Pond at botonical garden","Lake",NA,16020102,NA,NA,NA,NA,41.020883,-111.941782,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3865","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990250","BAIR CK BL CENTRAL DAVIS WWTP","River/Stream",NA,16020102,NA,NA,NA,NA,40.994669203,-111.945774466,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3866","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990260","Holly Refinery CP-24","Facility Other",NA,16020102,NA,NA,NA,NA,40.888968424,-111.912111161,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3867","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990261","Holly Well CP-24D","Facility Other",NA,16020102,NA,NA,NA,NA,40.889112165,-111.912160617,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3868","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990264","Holly Refinery CP-21","Facility Other",NA,16020102,NA,NA,NA,NA,40.886690707,-111.910797938,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3869","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990265","Holly Refinery CP-21D","Facility Other",NA,16020102,NA,NA,NA,NA,40.886886899,-111.911049896,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3870","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990267","Holly Refinery CP-22","Facility Other",NA,16020102,NA,NA,NA,NA,40.885922276,-111.912282988,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3871","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990268","Holly Refinery CP-22D","Facility Other",NA,16020102,NA,NA,NA,NA,40.886056165,-111.912439134,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3872","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990270","CENTRAL DAVIS WWTP","Facility Other",NA,16020102,NA,NA,NA,NA,40.997169022,-111.945215715,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3873","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990280","BAIR CK 50 FT AB CENTRAL DAVIS WWTP EFFLUENT","River/Stream",NA,16020102,NA,NA,NA,NA,40.9999429867,-111.9418904434,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3874","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990290","BAIR CK AB CENTRAL DAVIS WWTP AT SHEPARD LANE","River/Stream",NA,16020102,NA,NA,NA,NA,41.004388998,-111.944664875,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3875","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990296","BAIR CK @1800 E.","River/Stream",NA,16020102,NA,NA,NA,NA,41.0305802338,-111.8977776566,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3876","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990300","SHEPARD CK @ BUFFALO RANCH RD.","River/Stream",NA,16020102,NA,NA,NA,NA,40.9785003221,-111.9334551003,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3877","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990306","SHEPARD CK @ BELLA VISTA XING","River/Stream",NA,16020102,NA,NA,NA,NA,41.014558,-111.893861,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3878","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990320","FARMINGTON CK @ GLOVER LN","River/Stream",NA,16020102,NA,NA,NA,NA,40.965407,-111.917168,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3879","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990330","FARMINGTON CK AT UNIT  1 DIKE XING FBWMA","River/Stream",NA,16020102,NA,NA,NA,NA,40.956891427,-111.923276302,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3880","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990335","Farmington Pond","Lake",NA,16020102,NA,NA,NA,NA,40.993322,-111.888503,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3881","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990336","Farmington Pond. Replicate of 4990335","Lake","Replicate of 4954080",16020102,NA,NA,NA,NA,40.993322,-111.888503,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3882","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990340","FARMINGTON CK AT USGS GAGE STATION AB USFS BOUNDARY","River/Stream",NA,16020102,NA,NA,NA,NA,41.001330794,-111.873266807,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3883","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990350","FARMINGTON CK @ 3RD N 1ST W (I-15)","River/Stream",NA,16020102,NA,NA,NA,NA,40.981615205,-111.89632876,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3884","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990352","FARMINGTON CK 1.5 MILES ABOVE GAGE","River/Stream",NA,16020102,NA,NA,NA,NA,41.000501743,-111.864944553,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3885","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990360","DUEL CK @ 850 East crossing","River/Stream",NA,16020102,NA,NA,NA,NA,40.916386,-111.865807,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"3886","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-4990365","STEED CK @ FIREBREAK RD XING","River/Stream",NA,16020102,NA,NA,NA,NA,40.973983,-111.87186,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",49,11,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
